TAGID,Date,Area,H2,O2,N2,C2H2,C2H4,C2H6,CH4,CO
3528TR01A,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR01A,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01A,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01A,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01A,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01A,22/11/2021,GSP5,6,17733,60296,0,36,0,5,402
3528TR01A,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01A,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01A,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01A,23/11/2020,GSP5,0,8463,25827,0,20,0,2,153
3528TR01A,22/11/2020,GSP5,-,-,-,-,-,-,-,-
3528TR01A,28/11/2019,GSP5,3,5501,23824,0,47,0,3,250
3528TR01A,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR01A,11/12/2018,GSP5,0,17015,57828,2,50,0,0,515
3528TR01A,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR01A,15/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR01A,14/12/2017,GSP5,0,20061,56590,0,41,0,0,376
3528TR01A,14/12/2016,GSP5,-,-,-,-,-,-,-,-
3528TR01A,23/11/2015,GSP5,-,-,-,-,-,-,-,-
3528TR01A,29/1/2015,GSP5,-,-,-,-,-,-,-,-
3528TR01A,25/11/2013,GSP5,-,-,-,-,-,-,-,-
,,,,,,,,,,
3528TR01B,23/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR01B,22/12/2022,GSP5,0,14325,58771,0,49,0,5,512
3528TR01B,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR01B,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01B,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01B,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01B,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01B,22/11/2021,GSP5,8,18314,58101,0,36,0,4,370
3528TR01B,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01B,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01B,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR01B,23/11/2020,GSP5,4,10212,29547,0,20,0,2,144
3528TR01B,22/11/2020,GSP5,-,-,-,-,-,-,-,-
3528TR01B,28/11/2019,GSP5,2,5781,22644,0,39,1,3,232
3528TR01B,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR01B,11/12/2018,GSP5,0,18556,60581,0,40,0,0,514
3528TR01B,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR01B,15/12/2017,GSP5,0,19376,55406,0,28,0,0,311
3528TR01B,14/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR01B,14/12/2016,GSP5,-,-,-,-,-,-,-,-
3528TR01B,23/11/2015,GSP5,-,-,-,-,-,-,-,-
3528TR01B,29/1/2015,GSP5,-,-,-,-,-,-,-,-
3528TR01B,25/11/2013,GSP5,-,-,-,-,-,-,-,-
,,,,,,,,,,
3528TR02A,23/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR02A,22/12/2022,GSP5,0,19820,62326,0,45,0,4,478
3528TR02A,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR02A,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02A,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02A,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02A,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02A,22/11/2021,GSP5,6,19987,59761,0,35,0,4,358
3528TR02A,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02A,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02A,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02A,23/11/2020,GSP5,0,10866,29614,0,18,0,2,134
3528TR02A,22/11/2020,GSP5,-,-,-,-,-,-,-,-
3528TR02A,28/11/2019,GSP5,2,6973,24554,0,33,0,2,210
3528TR02A,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR02A,11/12/2018,GSP5,0,18499,54488,2,35,0,0,443
3528TR02A,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR02A,15/12/2017,GSP5,0,17591,48468,0,24,0,0,319
3528TR02A,14/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR02A,14/12/2016,GSP5,-,-,-,-,-,-,-,-
3528TR02A,23/11/2015,GSP5,-,-,-,-,-,-,-,-
3528TR02A,29/1/2015,GSP5,-,-,-,-,-,-,-,-
3528TR02A,25/11/2013,GSP5,-,-,-,-,-,-,-,-
,,,,,,,,,,
3528TR02B,23/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR02B,22/12/2022,GSP5,0,18055,55429,0,46,0,3,412
3528TR02B,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR02B,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02B,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02B,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02B,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02B,22/11/2021,GSP5,6,20890,61312,0,38,0,4,354
3528TR02B,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02B,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02B,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR02B,23/11/2020,GSP5,0,11539,31151,0,21,0,2,142
3528TR02B,22/11/2020,GSP5,-,-,-,-,-,-,-,-
3528TR02B,28/11/2019,GSP5,2,6616,24490,0,40,0,2,202
3528TR02B,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR02B,11/12/2018,GSP5,0,20399,59959,0,42,3,0,440
3528TR02B,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR02B,15/12/2017,GSP5,0,21701,60525,0,31,0,0,359
3528TR02B,14/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR02B,14/12/2016,GSP5,-,-,-,-,-,-,-,-
3528TR02B,23/11/2015,GSP5,-,-,-,-,-,-,-,-
3528TR02B,29/1/2015,GSP5,-,-,-,-,-,-,-,-
3528TR02B,25/11/2013,GSP5,-,-,-,-,-,-,-,-
,,,,,,,,,,
3528TR03,23/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR03,22/12/2022,GSP5,30,26047,67379,0,16,5,5,186
3528TR03,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR03,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03,22/11/2021,GSP5,17,26707,68474,0,15,6,6,175
3528TR03,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03,23/11/2020,GSP5,6,13970,35870,0,8,2,2,74
3528TR03,22/11/2020,GSP5,-,-,-,-,-,-,-,-
3528TR03,28/11/2019,GSP5,9,8007,22932,0,15,3,3,91
3528TR03,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR03,11/12/2018,GSP5,17,24211,59713,0,13,0,0,197
3528TR03,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR03,15/12/2017,GSP5,0,11000,24784,0,8,0,0,42
3528TR03,14/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR03,14/12/2016,GSP5,-,-,-,-,-,-,-,-
3528TR03,23/11/2015,GSP5,-,-,-,-,-,-,-,-
3528TR03,29/1/2015,GSP5,-,-,-,-,-,-,-,-
3528TR03,25/11/2013,GSP5,-,-,-,-,-,-,-,-
,,,,,,,,,,
3528TR03A,23/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR03A,22/12/2022,GSP5,16,14729,62317,0,47,0,6,594
3528TR03A,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR03A,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03A,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03A,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03A,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03A,22/11/2021,GSP5,5,17121,68666,0,38,0,6,489
3528TR03A,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03A,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03A,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03A,23/11/2020,GSP5,2,9201,31705,0,20,0,2,204
3528TR03A,22/11/2020,GSP5,-,-,-,-,-,-,-,-
3528TR03A,28/11/2019,GSP5,2,5291,26238,0,36,0,3,261
3528TR03A,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR03A,11/12/2018,GSP5,0,12090,52205,0,35,0,0,548
3528TR03A,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR03A,15/12/2017,GSP5,0,15305,46001,0,14,0,0,211
3528TR03A,14/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR03A,14/12/2016,GSP5,-,-,-,-,-,-,-,-
3528TR03A,23/11/2015,GSP5,-,-,-,-,-,-,-,-
3528TR03A,29/1/2015,GSP5,-,-,-,-,-,-,-,-
3528TR03A,25/11/2013,GSP5,-,-,-,-,-,-,-,-
,,,,,,,,,,
3528TR03B,23/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR03B,22/12/2022,GSP5,12,13547,60862,0,37,0,5,567
3528TR03B,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR03B,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03B,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03B,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03B,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03B,22/11/2021,GSP5,5,17470,63315,0,33,0,6,437
3528TR03B,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03B,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03B,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR03B,23/11/2020,GSP5,2,10066,31740,0,18,0,2,184
3528TR03B,22/11/2020,GSP5,-,-,-,-,-,-,-,-
3528TR03B,28/11/2019,GSP5,3,5754,27482,0,35,0,3,274
3528TR03B,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR03B,11/12/2018,GSP5,0,16735,57734,0,31,0,0,448
3528TR03B,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR03B,15/12/2017,GSP5,0,14474,40527,0,16,0,0,209
3528TR03B,14/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR03B,14/12/2016,GSP5,-,-,-,-,-,-,-,-
3528TR03B,23/11/2015,GSP5,-,-,-,-,-,-,-,-
3528TR03B,29/1/2015,GSP5,-,-,-,-,-,-,-,-
3528TR03B,25/11/2013,GSP5,-,-,-,-,-,-,-,-
,,,,,,,,,,
3528TR04,23/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR04,22/12/2022,GSP5,13,22380,60283,0,65,1,6,262
3528TR04,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR04,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR04,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR04,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR04,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR04,22/11/2021,GSP5,6,25745,64796,0,53,1,6,203
3528TR04,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR04,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR04,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR04,23/11/2020,GSP5,7,8826,27134,0,29,0,3,120
3528TR04,22/11/2020,GSP5,-,-,-,-,-,-,-,-
3528TR04,28/11/2019,GSP5,4,8360,26704,0,64,2,4,118
3528TR04,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR04,11/12/2018,GSP5,0,23521,60080,0,73,0,0,253
3528TR04,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR04,15/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR04,14/12/2017,GSP5,0,23102,56856,0,58,0,4,234
3528TR04,14/12/2016,GSP5,-,-,-,-,-,-,-,-
3528TR04,23/11/2015,GSP5,-,-,-,-,-,-,-,-
3528TR04,29/1/2015,GSP5,-,-,-,-,-,-,-,-
3528TR04,25/11/2013,GSP5,-,-,-,-,-,-,-,-
,,,,,,,,,,
3528TR104,23/12/2022,GSP5,1398,20071,-,0,1,67,155,83
3528TR104,22/12/2022,GSP5,-,-,60283,-,-,-,-,-
3528TR104,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR104,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR104,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR104,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR104,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR104,22/11/2021,GSP5,-,-,64796,-,-,-,-,-
3528TR104,21/11/2021,GSP5,245,29334,-,0,1,1,9,24
3528TR104,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR104,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR104,23/11/2020,GSP5,-,-,27134,-,-,-,-,-
3528TR104,22/11/2020,GSP5,0,10894,-,0,7,3,5,137
3528TR104,28/11/2019,GSP5,-,-,26704,-,-,-,-,-
3528TR104,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR104,11/12/2018,GSP5,-,-,60080,-,-,-,-,-
3528TR104,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR104,15/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR104,14/12/2017,GSP5,-,-,56856,-,-,-,-,-
3528TR104,14/12/2016,GSP5,0,24025,-,0,0,0,0,9
3528TR104,23/11/2015,GSP5,0,26364,-,0,0,0,0,110
3528TR104,29/1/2015,GSP5,0,26791,-,0,0,0,0,66
3528TR104,25/11/2013,GSP5,-,-,-,-,-,-,-,-
,,,,,,,,,,
3528TR105,23/12/2022,GSP5,17306,9219,41473,0,2,862,2241,153
3528TR105,22/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR105,21/12/2022,GSP5,-,-,-,-,-,-,-,-
3528TR105,24/12/2021,GSP5,-,-,-,-,-,-,-,-
3528TR105,25/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR105,24/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR105,23/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR105,22/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR105,21/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR105,20/11/2021,GSP5,-,-,-,-,-,-,-,-
3528TR105,15/7/2021,GSP5,-,-,-,-,-,-,-,-
3528TR105,23/11/2020,GSP5,-,-,-,-,-,-,-,-
3528TR105,22/11/2020,GSP5,22,7943,29782,0,10,9,7,203
3528TR105,28/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR105,13/11/2019,GSP5,-,-,-,-,-,-,-,-
3528TR105,11/12/2018,GSP5,-,-,-,-,-,-,-,-
3528TR105,25/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR105,15/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR105,14/12/2017,GSP5,-,-,-,-,-,-,-,-
3528TR105,14/12/2016,GSP5,146,6154,62941,0,0,15,32,754
3528TR105,23/11/2015,GSP5,196,4245,60695,0,0,8,0,936
3528TR105,29/1/2015,GSP5,118,12079,63497,0,0,4,9,602
3528TR105,25/11/2013,GSP5,63,24844,60403,0,6,7,7,486
,,,,,,,,,,
3625TR01,23/12/2022,GSP6,-,-,-,-,-,-,-,-
3625TR01,22/12/2022,GSP6,0,5541,49658,0,6,3,14,457
3625TR01,21/12/2022,GSP6,-,-,-,-,-,-,-,-
3625TR01,24/12/2021,GSP6,-,-,-,-,-,-,-,-
3625TR01,25/11/2021,GSP6,-,-,-,-,-,-,-,-
3625TR01,24/11/2021,GSP6,-,-,-,-,-,-,-,-
3625TR01,23/11/2021,GSP6,-,-,-,-,-,-,-,-
3625TR01,22/11/2021,GSP6,-,-,-,-,-,-,-,-
3625TR01,21/11/2021,GSP6,2,10150,45148,0,4,3,10,250
3625TR01,20/11/2021,GSP6,-,-,-,-,-,-,-,-
3625TR01,15/7/2021,GSP6,-,-,-,-,-,-,-,-
3625TR01,23/11/2020,GSP6,0,3039,19165,0,4,2,7,164
3625TR01,22/11/2020,GSP6,-,-,-,-,-,-,-,-
3625TR01,28/11/2019,GSP6,0,4559,23606,0,4,3,7,165
3625TR01,13/11/2019,GSP6,-,-,-,-,-,-,-,-
3625TR01,11/12/2018,GSP6,0,8201,46295,0,0,0,0,456
3625TR01,25/12/2017,GSP6,-,-,-,-,-,-,-,-
3625TR01,15/12/2017,GSP6,0,6002,34818,0,0,0,10,429
3625TR01,14/12/2017,GSP6,-,-,-,-,-,-,-,-
3625TR01,14/12/2016,GSP6,-,-,-,-,-,-,-,-
3625TR01,23/11/2015,GSP6,-,-,-,-,-,-,-,-
3625TR01,29/1/2015,GSP6,-,-,-,-,-,-,-,-
3625TR01,25/11/2013,GSP6,-,-,-,-,-,-,-,-
,,,,,,,,,,
3628TR01A,23/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR01A,22/12/2022,GSP6,0,2409,36346,0,4,2,16,543
3628TR01A,21/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR01A,24/12/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01A,25/11/2021,GSP6,6,8196,48400,0,4,3,15,421
3628TR01A,24/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01A,23/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01A,22/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01A,21/11/2021,GSP6,1,14536,48324,0,3,3,11,226
3628TR01A,20/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01A,15/7/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01A,23/11/2020,GSP6,0,2677,18215,0,3,3,8,193
3628TR01A,22/11/2020,GSP6,-,-,-,-,-,-,-,-
3628TR01A,28/11/2019,GSP6,3,4522,24563,0,3,3,8,209
3628TR01A,13/11/2019,GSP6,-,-,-,-,-,-,-,-
3628TR01A,11/12/2018,GSP6,0,5562,34818,0,0,0,12,493
3628TR01A,25/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR01A,15/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR01A,14/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR01A,14/12/2016,GSP6,-,-,-,-,-,-,-,-
3628TR01A,23/11/2015,GSP6,-,-,-,-,-,-,-,-
3628TR01A,29/1/2015,GSP6,-,-,-,-,-,-,-,-
3628TR01A,25/11/2013,GSP6,-,-,-,-,-,-,-,-
,,,,,,,,,,
3628TR01B,23/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR01B,22/12/2022,GSP6,0,7688,50406,0,4,1,0,679
3628TR01B,21/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR01B,24/12/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01B,25/11/2021,GSP6,0,8594,43704,0,3,2,11,583
3628TR01B,24/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01B,23/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01B,22/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01B,21/11/2021,GSP6,1,12991,44616,0,3,2,9,381
3628TR01B,20/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01B,15/7/2021,GSP6,-,-,-,-,-,-,-,-
3628TR01B,23/11/2020,GSP6,0,4076,19477,0,2,1,5,260
3628TR01B,22/11/2020,GSP6,-,-,-,-,-,-,-,-
3628TR01B,28/11/2019,GSP6,0,4337,22116,0,2,2,5,279
3628TR01B,13/11/2019,GSP6,-,-,-,-,-,-,-,-
3628TR01B,11/12/2018,GSP6,0,8593,41422,0,0,0,7,598
3628TR01B,25/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR01B,15/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR01B,14/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR01B,14/12/2016,GSP6,-,-,-,-,-,-,-,-
3628TR01B,23/11/2015,GSP6,-,-,-,-,-,-,-,-
3628TR01B,29/1/2015,GSP6,-,-,-,-,-,-,-,-
3628TR01B,25/11/2013,GSP6,-,-,-,-,-,-,-,-
,,,,,,,,,,
3628TR02A,23/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR02A,22/12/2022,GSP6,0,15018,53659,0,7,0,5,440
3628TR02A,21/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR02A,24/12/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02A,25/11/2021,GSP6,0,17802,53758,0,4,0,6,259
3628TR02A,24/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02A,23/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02A,22/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02A,21/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02A,20/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02A,15/7/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02A,23/11/2020,GSP6,0,5645,22086,0,5,1,4,266
3628TR02A,22/11/2020,GSP6,-,-,-,-,-,-,-,-
3628TR02A,28/11/2019,GSP6,2,4793,20468,0,4,1,4,272
3628TR02A,13/11/2019,GSP6,-,-,-,-,-,-,-,-
3628TR02A,11/12/2018,GSP6,0,12799,47077,0,0,0,6,607
3628TR02A,25/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR02A,15/12/2017,GSP6,0,9817,33848,0,0,0,5,404
3628TR02A,14/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR02A,14/12/2016,GSP6,-,-,-,-,-,-,-,-
3628TR02A,23/11/2015,GSP6,-,-,-,-,-,-,-,-
3628TR02A,29/1/2015,GSP6,-,-,-,-,-,-,-,-
3628TR02A,25/11/2013,GSP6,-,-,-,-,-,-,-,-
,,,,,,,,,,
3628TR02B,23/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR02B,22/12/2022,GSP6,0,13728,53211,0,10,0,6,494
3628TR02B,21/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR02B,24/12/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02B,25/11/2021,GSP6,0,19641,60077,0,5,0,6,294
3628TR02B,24/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02B,23/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02B,22/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02B,21/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02B,20/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02B,15/7/2021,GSP6,-,-,-,-,-,-,-,-
3628TR02B,23/11/2020,GSP6,0,6880,28091,0,7,1,4,317
3628TR02B,22/11/2020,GSP6,-,-,-,-,-,-,-,-
3628TR02B,28/11/2019,GSP6,2,5417,22662,0,6,1,4,248
3628TR02B,13/11/2019,GSP6,-,-,-,-,-,-,-,-
3628TR02B,11/12/2018,GSP6,0,13257,49889,0,0,0,5,555
3628TR02B,25/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR02B,15/12/2017,GSP6,0,10205,36124,0,0,0,0,361
3628TR02B,14/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR02B,14/12/2016,GSP6,-,-,-,-,-,-,-,-
3628TR02B,23/11/2015,GSP6,-,-,-,-,-,-,-,-
3628TR02B,29/1/2015,GSP6,-,-,-,-,-,-,-,-
3628TR02B,25/11/2013,GSP6,-,-,-,-,-,-,-,-
,,,,,,,,,,
3628TR03A,23/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR03A,22/12/2022,GSP6,0,10393,65073,0,16,1,8,743
3628TR03A,21/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR03A,24/12/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03A,25/11/2021,GSP6,0,18607,73083,0,9,1,7,453
3628TR03A,24/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03A,23/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03A,22/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03A,21/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03A,20/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03A,15/7/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03A,23/11/2020,GSP6,0,5367,26319,0,8,1,6,324
3628TR03A,22/11/2020,GSP6,-,-,-,-,-,-,-,-
3628TR03A,28/11/2019,GSP6,2,4897,27289,0,8,1,5,317
3628TR03A,13/11/2019,GSP6,-,-,-,-,-,-,-,-
3628TR03A,11/12/2018,GSP6,0,9094,45386,0,0,0,7,701
3628TR03A,25/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR03A,15/12/2017,GSP6,0,10766,42225,0,0,0,0,372
3628TR03A,14/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR03A,14/12/2016,GSP6,-,-,-,-,-,-,-,-
3628TR03A,23/11/2015,GSP6,-,-,-,-,-,-,-,-
3628TR03A,29/1/2015,GSP6,-,-,-,-,-,-,-,-
3628TR03A,25/11/2013,GSP6,-,-,-,-,-,-,-,-
,,,,,,,,,,
3628TR03B,23/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR03B,22/12/2022,GSP6,0,9694,53544,0,12,2,10,583
3628TR03B,21/12/2022,GSP6,-,-,-,-,-,-,-,-
3628TR03B,24/12/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03B,25/11/2021,GSP6,0,18511,63463,0,6,1,10,343
3628TR03B,24/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03B,23/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03B,22/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03B,21/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03B,20/11/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03B,15/7/2021,GSP6,-,-,-,-,-,-,-,-
3628TR03B,23/11/2020,GSP6,0,4800,26177,0,6,2,9,313
3628TR03B,22/11/2020,GSP6,-,-,-,-,-,-,-,-
3628TR03B,28/11/2019,GSP6,0,5311,29503,0,6,2,10,304
3628TR03B,13/11/2019,GSP6,-,-,-,-,-,-,-,-
3628TR03B,11/12/2018,GSP6,0,7234,49774,0,0,0,19,771
3628TR03B,25/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR03B,15/12/2017,GSP6,0,4234,34305,0,0,0,19,664
3628TR03B,14/12/2017,GSP6,-,-,-,-,-,-,-,-
3628TR03B,14/12/2016,GSP6,-,-,-,-,-,-,-,-
3628TR03B,23/11/2015,GSP6,-,-,-,-,-,-,-,-
3628TR03B,29/1/2015,GSP6,-,-,-,-,-,-,-,-
3628TR03B,25/11/2013,GSP6,-,-,-,-,-,-,-,-
,,,,,,,,,,
3628TR04A,23/12/2022,GSP6,-,-,-,-,-,-,-,-
